"stateabb","ccode","year","milex","milper","irst","pec","tpop","upop","cinc","democ","autoc","polity","polity2","democracy","cgdppc","ln.gdp","gdp","atwar","initiator","civilwar.part","lsthreat","ww1","ww2","cold.war","majpower","super.power","status","mid.pres","disputes","ln.milex","lag.ln.milex","lag.milex","change.milex","change.ln.milex","growth.milex","lag.ln.gdp","lag.gdp","change.gdp","gdp.growth","total.rivals","rival.milex","avg.rival.milex"
"USA",2,1816,3823,17,80,254,"8659","101",0.0396975,9,0,9,9,1,2092,NA,NA,0,0,0,0.63919497,0,0,0,0,0,0,1,2,8.24905227417129,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18.5191655067045,9.25958275335226
"USA",2,1817,2466,15,80,277,"8899","106",0.0358166,9,0,9,9,1,2091,NA,NA,0,0,0,0.63151896,0,0,0,0,0,0,0,0,7.81075811652936,8.24905227417129,3823,-1357,-0.438294157641936,-0.354956840177871,NA,NA,NA,NA,2,18.1420595772295,9.07102978861475
"USA",2,1818,1910,14,90,302,"9139","112",0.0361265,9,0,9,9,1,2097,NA,NA,0,0,0,0.62731898,0,0,0,0,0,0,1,2,7.55538194424027,7.81075811652936,2466,-556,-0.255376172289083,-0.225466342254663,NA,NA,NA,NA,2,18.0699492455547,9.03497462277734
"USA",2,1819,2301,13,90,293,"9379","118",0.0371333,9,0,9,9,1,2092,NA,NA,0,0,0,0.61502004,0,0,0,0,0,0,0,0,7.74153358928183,7.55538194424027,1910,391,0.186151645041555,0.204712041884817,NA,NA,NA,NA,2,17.8533387707672,8.92666938538359
"USA",2,1820,1556,15,110,303,"9618","124",0.0370869,9,0,9,9,1,2080,23.7563170163641,20760480000,0,0,0,0.62298501,0,0,0,0,0,0,0,0,7.350516171834,7.74153358928183,2301,-745,-0.39101741744783,-0.323772272924815,NA,NA,NA,NA,1,9.37152340956757,9.37152340956757
"USA",2,1821,1612,11,100,321,"9939","130",0.0341731,9,0,9,9,1,2113,23.803421378724,21761787000,0,0,0,0.63975,0,0,0,0,0,0,0,0,7.38585107812521,7.350516171834,1556,56,0.0353349062912107,0.0359897172236504,23.7563170163641,20760480000,1001307000,0.0482313992740052,1,9.23268877563994,9.23268877563994
"USA",2,1822,1079,10,100,332,"10268","136",0.0329391,9,0,9,9,1,2171,23.8617575558713,23069046000,0,0,0,0.63262999,0,0,0,0,0,0,0,0,6.98471632011827,7.38585107812521,1612,-533,-0.401134758006943,-0.330645161290323,23.803421378724,21761787000,1307259000,0.0600713075631151,1,9.14163317396639,9.14163317396639
"USA",2,1823,1170,11,110,345,"10596","143",0.0331075,9,0,9,9,1,2147,23.8807681321367,23511797000,0,0,0,0.45993701,0,0,0,0,0,0,0,0,7.06561336359772,6.98471632011827,1079,91,0.0808970434794514,0.0843373493975904,23.8617575558713,23069046000,442751000,0.0191924278099753,1,9.18850367736701,9.18850367736701
"USA",2,1824,1261,11,110,390,"10924","151",0.0329776,9,0,9,9,1,2205,23.9367585990954,24865785000,0,0,0,0.46846098,0,0,0,0,0,0,0,0,7.14045304310116,7.06561336359772,1170,91,0.0748396795034409,0.0777777777777778,23.8807681321367,23511797000,1353988000,0.0575876016622634,1,9.24831030322781,9.24831030322781
"USA",2,1825,1336,11,120,424,"11252","158",0.034215,9,0,9,9,1,2254,23.9871497496079,26150908000,0,0,0,0.46811801,0,0,0,0,0,0,0,0,7.19818357710194,7.14045304310116,1261,75,0.0577305340007852,0.0594766058683584,23.9367585990954,24865785000,1285123000,0.0516823820361995,1,9.26568046700935,9.26568046700935
"USA",2,1826,1658,12,120,502,"11580","166",0.0364252,9,0,9,9,1,2270,24.0219342459022,27076560000,0,0,0,0.47016701,0,0,0,0,0,0,0,0,7.41397029019044,7.19818357710194,1336,322,0.215786713088501,0.241017964071856,23.9871497496079,26150908000,925652000,0.0353965529609909,1,9.34801317710126,9.34801317710126
"USA",2,1827,1663,12,130,556,"11909","175",0.0357089,9,0,9,9,1,2279,24.052610153522,27920029000,0,0,0,0.76309103,0,0,0,0,0,0,0,0,7.41697962138115,7.41397029019044,1658,5,0.00300933119071001,0.00301568154402895,24.0219342459022,27076560000,843469000,0.0311512614600969,1,9.30036387462377,9.30036387462377
"USA",2,1828,1622,11,130,609,"12237","183",0.0356879,9,0,9,9,1,2279,24.079190326579,28672099000,0,0,0,0.75911599,0,0,0,0,0,0,0,0,7.39203156751459,7.41697962138115,1663,-41,-0.024948053866563,-0.0246542393265183,24.052610153522,27920029000,752070000,0.0269365766059913,1,9.15482766204592,9.15482766204592
"USA",2,1829,1678,12,144,686,"12565","193",0.0374823,9,0,9,9,1,2204,24.0712320477507,28444824000,0,0,0,0.75769299,0,0,0,0,0,0,0,0,7.42595365707754,7.39203156751459,1622,56,0.0339220895629495,0.0345252774352651,24.079190326579,28672099000,-227275000,-0.00792669556560892,1,9.16534300604545,9.16534300604545
"USA",2,1830,1687,12,168,799,"12901","203",0.0384837,9,0,9,9,1,2364,24.1668634869991,31299360000,0,0,0,0.43045899,0,0,0,0,0,0,0,0,7.4312996751559,7.42595365707754,1678,9,0.00534601807836221,0.00536352800953516,24.0712320477507,28444824000,2854536000,0.100353442158756,2,18.4898387164761,9.24491935823803
"USA",2,1831,1835,11,194,864,"13321","222",0.0420014,9,0,9,9,1,2509,24.2575487493515,34270431000,0,0,0,0.43081897,0,0,0,0,0,0,0,0,7.51534457118044,7.4312996751559,1687,148,0.0840448960245332,0.0877296976882039,24.1668634869991,31299360000,2971071000,0.0949243371110464,3,18.9020581953571,6.30068606511903
"USA",2,1832,1896,12,203,1154,"13742","244",0.0445447,9,0,9,9,1,2600,24.3233905771598,36602800000,0,0,0,0.57448101,0,0,0,0,0,0,0,0,7.54802896993501,7.51534457118044,1835,61,0.0326843987545784,0.0332425068119891,24.2575487493515,34270431000,2332369000,0.0680577667669251,3,18.8115423176282,6.27051410587606
"USA",2,1833,2445,13,220,1348,"14162","268",0.0481381,9,0,9,9,1,2691,24.3870514579918,39008736000,0,0,0,0.73142201,0,0,0,0,0,0,0,0,7.80220931624712,7.54802896993501,1896,549,0.254180346312103,0.289556962025316,24.3233905771598,36602800000,2405936000,0.0657309276885921,3,18.5652643477607,6.18842144925355
"USA",2,1834,2073,13,240,1291,"14582","295",0.0477735,9,0,9,9,1,2562,24.3664214583877,38212230000,0,0,0,0.73245102,0,0,0,0,0,0,1,2,7.63723438878947,7.80220931624712,2445,-372,-0.164974927457645,-0.152147239263804,24.3870514579918,39008736000,-796506000,-0.020418656990065,3,18.4107903953002,6.13693013176674
"USA",2,1835,2001,14,260,1650,"15003","324",0.04852,9,0,9,9,1,2660,24.4316645448767,40788440000,0,0,0,0.72656101,0,0,0,0,0,0,1,4,7.60190195987517,7.63723438878947,2073,-72,-0.0353324289143071,-0.0347322720694645,24.3664214583877,38212230000,2576210000,0.0674184678570185,3,18.2524745194673,6.08415817315577
"USA",2,1836,2571,17,280,1807,"15423","356",0.050953,9,0,9,9,1,2699,24.4731779943061,42517347000,0,0,0,0.73037601,0,0,0,0,0,0,1,8,7.85243908535751,7.60190195987517,2001,570,0.250537125482344,0.284857571214393,24.4316645448767,40788440000,1728907000,0.0423871812699873,3,18.2754084444069,6.09180281480229
"USA",2,1837,3121,22,290,2027,"15843","391",0.0535364,9,0,9,9,1,2614,24.4673669667442,42270994000,0,0,0,0.71651298,0,0,0,0,0,0,1,4,8.04622910107538,7.85243908535751,2571,550,0.193790015717868,0.213924542979385,24.4731779943061,42517347000,-246353000,-0.0057941761982468,3,18.4037483262609,6.13458277542031
"USA",2,1838,3083,18,310,1922,"16264","429",0.0532727,9,0,9,9,1,2591,24.4841701181876,42987281000,0,0,0,0.717049,0,0,0,0,0,0,1,2,8.03398273468322,8.04622910107538,3121,-38,-0.0122463663921568,-0.0121755847484781,24.4673669667442,42270994000,716287000,0.0169451184422112,3,18.4427398822351,6.14757996074504
"USA",2,1839,2012,19,330,2159,"16684","471",0.0508006,9,0,9,9,1,2717,24.5565367831226,46213453000,0,0,0,0.71162802,0,0,0,0,0,0,1,2,7.60738142563979,8.03398273468322,3083,-1071,-0.42660130904343,-0.347388906908855,24.4841701181876,42987281000,3226172000,0.0750494547445325,3,18.6325181894457,6.21083939648191
"USA",2,1840,2755,22,291,2244,"17120","518",0.04955,9,0,9,9,1,2583,24.5312131010406,45057852000,0,0,0,0.57277995,0,0,0,0,0,0,0,0,7.92153563213355,7.60738142563979,2012,743,0.314154206493758,0.369284294234592,24.5565367831226,46213453000,-1155601000,-0.0250057272283895,3,19.0341570039674,6.34471900132246
"USA",2,1841,3042,21,290,2374,"17733","562",0.0508649,9,0,9,9,1,2529,24.5445678441495,45663624000,0,0,0,0.57389098,0,0,0,0,0,0,0,0,8.02059914989697,7.92153563213355,2755,287,0.0990635177634207,0.104174228675136,24.5312131010406,45057852000,605772000,0.0134443159873666,3,19.192694912067,6.39756497068899
"USA",2,1842,3011,23,219,2643,"18345","610",0.0493011,9,0,9,9,1,2507,24.569109915173,46798169000,0,0,0,0.57515198,0,0,0,0,0,0,1,2,8.01035958891978,8.02059914989697,3042,-31,-0.0102395609771868,-0.0101906640368179,24.5445678441495,45663624000,1134545000,0.0248457065080949,3,19.2047532503348,6.40158441677827
"USA",2,1843,1364,21,320,2967,"18957","662",0.0510815,9,0,9,9,1,2547,24.6171984535611,49103613000,0,0,0,0.135627,0,0,0,0,0,0,1,2,7.21890970761906,8.01035958891978,3011,-1647,-0.791449881300723,-0.546994354035204,24.569109915173,46798169000,2305444000,0.0492635513154372,3,19.0757019071609,6.35856730238696
"USA",2,1844,2432,21,400,3557,"19569","718",0.0573262,9,0,9,9,1,2685,24.7011636577731,53404650000,0,0,0,0.57627797,0,0,0,0,0,0,1,2,7.79688034278352,7.21890970761906,1364,1068,0.577970635164462,0.782991202346041,24.6171984535611,49103613000,4301037000,0.0875910495628906,3,26.3865528030786,8.79551760102621
"USA",2,1845,3534,21,490,4284,"20182","779",0.0616531,10,0,10,10,1,2728,24.7474057938285,55932184000,0,0,0,0.58273202,0,0,0,0,0,0,1,2,8.17046857833067,7.79688034278352,2432,1102,0.373588235547151,0.453125,24.7011636577731,53404650000,2527534000,0.0473279761219295,3,19.1709678937377,6.3903226312459
"USA",2,1846,9506,39,777,4863,"20794","846",0.0827573,10,0,10,10,1,2743,24.7822543764694,57915702000,1,1,0,0.55238098,0,0,0,0,0,0,1,4,9.15978364835903,8.17046857833067,3534,5972,0.989315070028356,1.68986983588002,24.7474057938285,55932184000,1983518000,0.0354629098695663,3,27.9243685446305,9.30812284821017
"USA",2,1847,7431,58,813,5767,"21406","918",0.0845096,10,0,10,10,1,2816,24.8370929752538,61180416000,1,1,0,0.56612802,0,0,0,0,0,0,1,2,8.91355028049368,9.15978364835903,9506,-2075,-0.246233367865354,-0.218283189564486,24.7822543764694,57915702000,3264714000,0.0563701014968272,3,19.5312317483618,6.51041058278728
"USA",2,1848,8106,60,813,6424,"22018","996",0.0871742,10,0,10,10,1,2888,24.8900745543284,64509256000,0,0,0,0.12457,0,0,0,0,0,0,1,2,9.00048316498771,8.91355028049368,7431,675,0.0869328844940327,0.0908356883326605,24.8370929752538,61180416000,3328840000,0.0544102217284695,3,19.6171501238663,6.53905004128877
"USA",2,1849,3558,23,660,6976,"22631","1081",0.0730965,10,0,10,10,1,2814,24.8911907321452,64581300000,0,0,0,0.13805899,0,0,0,0,0,0,0,0,8.17723488551019,9.00048316498771,8106,-4548,-0.823248279477514,-0.561065877128053,24.8900745543284,64509256000,72044000,0.00111680097504147,2,19.263342416668,9.63167120833398
"USA",2,1850,4302,21,572,7607,"23261","1174",0.0724712,9,0,9,9,1,2825,24.922173096654,66613500000,0,0,0,0.13274899,0,0,0,0,0,0,1,4,8.3670677328386,8.17723488551019,3558,744,0.189832847328406,0.209106239460371,24.8911907321452,64581300000,2032200000,0.0314673132934766,2,19.0908165469789,9.54540827348947
"USA",2,1851,3525,21,420,9438,"24086","1273",0.0677073,9,0,9,9,1,2940,24.9964634476361,71750700000,0,0,0,0.14173299,0,0,0,0,0,0,1,2,8.16791936295782,8.3670677328386,4302,-777,-0.199148369880783,-0.180613668061367,24.922173096654,66613500000,5137200000,0.0771195028034858,2,19.016858978716,9.50842948935802
"USA",2,1852,4226,21,508,10270,"24911","1380",0.0718738,9,0,9,9,1,3089,25.0791866481051,77938559000,0,0,0,0.13851599,0,0,0,0,0,0,1,2,8.34924780056679,8.16791936295782,3525,701,0.181328437608974,0.19886524822695,24.9964634476361,71750700000,6187859000,0.0862410959056845,2,18.9804525711416,9.4902262855708
"USA",2,1853,4605,21,730,11570,"25736","1496",0.0787437,9,0,9,9,1,3300,25.1813051465326,86318100000,0,0,0,0.139985,0,0,0,0,0,0,1,2,8.43511508038063,8.34924780056679,4226,379,0.08586727981384,0.0896829152863228,25.0791866481051,77938559000,8379541000,0.10751470270319,2,18.8949853544537,9.44749267722685
"USA",2,1854,5765,21,668,13632,"26561","1623",0.0742004,8,0,8,8,1,3310,25.2116709439843,88979420000,0,0,0,0.59008896,0,0,0,0,0,0,1,4,8.65973387819835,8.43511508038063,4605,1160,0.224618797817717,0.251900108577633,25.1813051465326,86318100000,2661320000,0.0308315405459573,2,21.5636037371904,10.7818018685952
"USA",2,1855,5892,26,711,14651,"27386","1760",0.0759974,8,0,8,8,1,3237,25.2196339920509,89690796000,0,0,0,0.56209099,0,0,0,0,0,0,1,4,8.68152048483791,8.65973387819835,5765,127,0.0217866066395658,0.0220294882914137,25.2116709439843,88979420000,711376000,0.00799483745792005,2,21.1940586828038,10.5970293414019
"USA",2,1856,6117,26,801,15378,"28212","1908",0.0784092,8,0,8,8,1,3305,25.2698337142387,94308175000,0,0,0,0.55136001,0,0,0,0,0,0,1,4,8.71899052471085,8.68152048483791,5892,225,0.037470039872936,0.0381873727087576,25.2196339920509,89690796000,4617379000,0.0514810795078683,2,20.8870915961701,10.4435457980851
"USA",2,1857,7499,27,724,15779,"29037","2069",0.0832949,8,0,8,8,1,3233,25.276309539436,94920880000,0,0,0,0.42185599,0,0,0,0,0,0,0,0,8.9226582995244,8.71899052471085,6117,1382,0.203667774813553,0.225927742357365,25.2698337142387,94308175000,612705000,0.00649683868869268,2,19.8442855067611,9.92214275338057
"USA",2,1858,7297,29,640,16015,"29862","2244",0.0834308,8,0,8,8,1,3248,25.3086834999831,98044128000,0,0,0,0.42850602,0,0,0,0,0,0,1,4,8.89535561699639,8.9226582995244,7499,-202,-0.0273026825280098,-0.0269369249233231,25.276309539436,94920880000,3123248000,0.0329036983222237,2,19.7816956963507,9.89084784817535
"USA",2,1859,5638,29,763,17435,"30687","2433",0.0830744,8,0,8,8,1,3336,25.3624125477996,103456032000,0,0,0,0.565247,0,0,0,0,0,0,1,2,8.63746202380718,8.89535561699639,7297,-1659,-0.257893593189211,-0.227353707002878,25.3086834999831,98044128000,5411904000,0.0551986550382701,2,20.4823300636164,10.2411650318082
"USA",2,1860,7060,28,835,18282,"31513","2639",0.0773722,8,0,8,8,1,3425,25.4150592621084,109048575000,0,0,0,0.37756002,0,0,0,0,0,0,1,6,8.86234196351635,8.63746202380718,5638,1422,0.224879939709165,0.252217098261795,25.3624125477996,103456032000,5592543000,0.0540571960076721,2,20.2830244471116,10.1415122235558
"USA",2,1861,95362,217,664,17660,"32351","2759",0.1444292,8,0,8,8,1,3354,25.4201215689561,109602012000,0,0,1,0.45881799,0,0,0,0,0,0,1,2,11.4654459415359,8.86234196351635,7060,88302,2.60310397801953,12.5073654390935,25.4150592621084,109048575000,553437000,0.00507514197228162,2,20.3568012605418,10.1784006302709
"USA",2,1862,136769,673,715,18366,"33188","2886",0.1763908,8,0,8,8,1,3459,25.4762683036525,115931844000,0,0,1,0.45203298,0,0,0,0,0,0,0,0,11.8260559618756,11.4654459415359,95362,41407,0.360610020339722,0.434208594618401,25.4201215689561,109602012000,6329832000,0.0577528813978342,2,20.2627601399994,10.1313800699997
"USA",2,1863,119662,960,860,21157,"34026","3018",0.178967,8,0,8,8,1,3683,25.5637410428924,126529465000,0,0,1,0.34683299,0,0,0,0,0,0,0,0,11.6924347376643,11.8260559618756,136769,-17107,-0.133621224211248,-0.125079513632475,25.4762683036525,115931844000,10597621000,0.0914125113027617,2,20.214734271482,10.107367135741
"USA",2,1864,157390,1032,1031,22597,"34863","3156",0.1929127,8,0,8,8,1,3804,25.620137765676,133870368000,0,0,1,0.43718499,0,0,0,0,0,0,1,2,11.9664884341693,11.6924347376643,119662,37728,0.274053696504929,0.315288061372867,25.5637410428924,126529465000,7340903000,0.0580173400717374,2,20.1723542914421,10.0861771457211
"USA",2,1865,30471,1063,845,22658,"35701","3301",0.1354652,9,1,8,8,1,3607,25.5905219178916,129963817000,0,0,1,0.47572699,0,0,0,0,0,0,1,2,10.3245635081584,11.9664884341693,157390,-126919,-1.64192492601084,-0.806398119321431,25.620137765676,133870368000,-3906551000,-0.0291815960347551,2,20.0305117091311,10.0152558545656
"USA",2,1866,17821,77,1225,26846,"36538","3452",0.0981717,9,1,8,8,1,3579,25.6057203582869,131954151000,0,0,0,0.480699,0,0,0,0,0,0,1,4,9.78818892817267,10.3245635081584,30471,-12650,-0.536374579985774,-0.415148830035115,25.5905219178916,129963817000,1990334000,0.0153145240417185,2,20.0375067113731,10.0187533556865
"USA",2,1867,30698,75,1326,28027,"37376","3610",0.1141338,9,1,8,8,1,3697,25.6606597904348,139406476000,0,0,0,0.44012299,0,0,0,0,0,0,0,0,10.3319853597549,9.78818892817267,17821,12877,0.5437964315822,0.722574490769317,25.6057203582869,131954151000,7452325000,0.0564766242177558,2,20.4518884904109,10.2259442452054
"USA",2,1868,20154,66,1454,31646,"38213","3776",0.1066403,9,1,8,8,1,3745,25.6955397871925,144354770000,0,0,0,0.44869298,0,0,0,0,0,0,0,0,9.91120767555127,10.3319853597549,30698,-10544,-0.4207776842036,-0.343475144960584,25.6606597904348,139406476000,4948294000,0.0354954385332859,2,20.3851165288266,10.1925582644133
"USA",2,1869,16559,52,1739,35983,"39051","3949",0.1080056,9,1,8,8,1,3845,25.7434244730593,151435325000,0,0,0,0.443353,0,0,0,0,0,0,1,2,9.71474542793925,9.91120767555127,20154,-3595,-0.196462247612015,-0.178376500942741,25.6955397871925,144354770000,7080555000,0.049049678095154,2,20.0897998403642,10.0448999201821
"USA",2,1870,13128,50,1692,37779,"39905","4130",0.0989996,9,1,8,8,1,3736,25.7361677336903,150340376000,0,0,0,0.47507799,0,0,0,0,0,0,1,4,9.48257880293411,9.71474542793925,16559,-3431,-0.23216662500514,-0.20719850232502,25.7434244730593,151435325000,-1094949000,-0.00723047281075271,2,20.8858067963015,10.4429033981508
"USA",2,1871,11811,42,1735,39546,"40938","4302",0.098381,10,0,10,10,1,3825,25.7807837627426,157199850000,0,0,0,0.24156301,0,0,0,0,0,0,0,0,9.37687124286381,9.48257880293411,13128,-1317,-0.105707560070297,-0.100319926873857,25.7361677336903,150340376000,6859474000,0.045626292699973,2,20.5941289708019,10.2970644854009
"USA",2,1872,14246,42,2590,48479,"41972","4481",0.1152826,10,0,10,10,1,3883,25.820776369877,163614088000,0,0,0,0.387128,0,0,0,0,0,0,0,0,9.56430163721723,9.37687124286381,11811,2435,0.187430394353418,0.206163745660825,25.7807837627426,157199850000,6414238000,0.0408030796467045,1,9.89616077714967,9.89616077714967
"USA",2,1873,15014,43,2602,53674,"43006","4667",0.1162688,10,0,10,10,1,3980,25.8697861184554,171832520000,0,0,0,0.58183402,0,0,0,0,0,0,1,4,9.61680498041743,9.56430163721723,14246,768,0.0525033432001987,0.053909869437035,25.820776369877,163614088000,8218432000,0.0502305889453725,1,9.94597216414228,9.94597216414228
"USA",2,1874,12899,44,2439,51736,"44040","4862",0.1142451,10,0,10,10,1,3862,25.8634472664014,170746744000,0,0,0,0.58341599,0,0,0,0,0,0,0,0,9.46498259034976,9.61680498041743,15014,-2115,-0.151822390067668,-0.140868522712135,25.8697861184554,171832520000,-1085776000,-0.0063188039144162,1,9.9446294958673,9.9446294958673
"USA",2,1875,11720,38,2057,52194,"45073","5064",0.1069647,10,0,10,10,1,3971,25.9143759558986,179667895000,0,0,0,0.59103203,0,0,0,0,0,0,1,2,9.36913738372318,9.46498259034976,12899,-1179,-0.0958452066265831,-0.0914024342972323,25.8634472664014,170746744000,8921151000,0.0522478542841203,1,9.95698092497613,9.95698092497613
"USA",2,1876,10749,41,1899,51080,"46107","5275",0.1019168,10,0,10,10,1,3928,25.9262573715676,181815336000,0,0,0,0.58122098,0,0,0,0,0,0,1,2,9.28266103355581,9.36913738372318,11720,-971,-0.08647635016737,-0.0828498293515358,25.9143759558986,179667895000,2147441000,0.0119522800665083,1,10.0127006375094,10.0127006375094
"USA",2,1877,9074,34,2100,56754,"47141","5495",0.1046526,10,0,10,10,1,3966,25.9580625641394,187690950000,0,0,0,0.605878,0,0,0,0,0,0,1,2,9.11327865913305,9.28266103355581,10749,-1675,-0.169382374422758,-0.155828449158061,25.9262573715676,181815336000,5875614000,0.0323163828160238,1,10.1287089436453,10.1287089436453
"USA",2,1878,11367,36,2338,55588,"48174","5724",0.1083453,10,0,10,10,1,4044,25.999214519489,195575928000,0,0,0,0.22825301,0,0,0,0,0,0,0,0,9.33855766977694,9.11327865913305,9074,2293,0.225279010643884,0.252700022040996,25.9580625641394,187690950000,7884978000,0.0420104325754651,1,10.1630401757345,10.1630401757345
"USA",2,1879,10527,38,2786,67742,"49208","5962",0.1203331,10,0,10,10,1,4446,26.1152210766823,219632400000,0,0,0,0.22366101,0,0,0,0,0,0,0,0,9.2617936535651,9.33855766977694,11367,-840,-0.0767640162118379,-0.0738981261546582,25.999214519489,195575928000,24056472000,0.123003235858352,1,10.1314992352472,10.1314992352472
"USA",2,1880,11414,38,3896,76969,"50262","6211",0.1254597,10,0,10,10,1,4866,26.2266793883804,245528628000,0,0,0,0.21847101,0,0,0,0,0,0,1,2,9.3426835589639,9.2617936535651,10527,887,0.0808899053987986,0.0842595231309965,26.1152210766823,219632400000,25896228000,0.117907139383807,1,9.97343330322279,9.97343330322279
"USA",2,1881,11973,38,4211,81416,"51542","6494",0.1264246,10,0,10,10,1,4914,26.2616432683412,254265102000,0,0,0,0.043540001,0,0,0,0,0,0,1,2,9.3904929114853,9.3426835589639,11414,559,0.0478093525214014,0.0489749430523918,26.2266793883804,245528628000,8736474000,0.0355823028506476,1,10.0146263417701,10.0146263417701
"USA",2,1882,13040,38,4697,91087,"52821","6789",0.1310108,10,0,10,10,1,5101,26.3235036536842,270490727000,0,0,0,0.15230399,0,0,0,0,0,0,1,2,9.4758535196569,9.3904929114853,11973,1067,0.0853606081716034,0.089117180322392,26.2616432683412,254265102000,16225625000,0.0638138103592368,1,10.0870167132162,10.0870167132162
"USA",2,1883,11425,37,4669,97750,"54100","7099",0.1313463,10,0,10,10,1,5102,26.3476252413586,277094722000,0,0,0,0.15746,0,0,0,0,0,0,0,0,9.34364673928441,9.4758535196569,13040,-1615,-0.132206780372494,-0.123849693251534,26.3235036536842,270490727000,6603995000,0.0244148665399535,1,10.1027891293648,10.1027891293648
"USA",2,1884,11438,39,4164,102689,"55379","7422",0.1313873,10,0,10,10,1,5074,26.3654885672787,282089030000,0,0,0,0.15961,0,0,0,0,0,0,0,0,9.34478384852567,9.34364673928441,11425,13,0.00113710924126664,0.00113785557986871,26.3476252413586,277094722000,4994308000,0.0180238294109406,1,10.2055162186948,10.2055162186948
"USA",2,1885,9748,39,4110,103359,"56658","7761",0.1312613,10,0,10,10,1,4997,26.3730297737769,284224363000,0,0,0,0.16100299,0,0,0,0,0,0,1,4,9.18491999462927,9.34478384852567,11438,-1690,-0.159863853896402,-0.147753103689456,26.3654885672787,282089030000,2135333000,0.00756971300869091,1,10.5459202185516,10.5459202185516
"USA",2,1886,10382,39,5774,107964,"57938","8114",0.1461353,10,0,10,10,1,5034,26.4027473403108,292797576000,0,0,0,0.15970001,0,0,0,0,0,0,1,2,9.24792513230345,9.18491999462927,9748,634,0.0630051376741818,0.0650389823553549,26.3730297737769,284224363000,8573213000,0.0301635402029206,1,10.2891920324661,10.2891920324661
"USA",2,1887,10765,39,6520,123077,"59217","8484",0.1510995,10,0,10,10,1,5147,26.4467818384722,305978856000,0,0,0,0.40480101,0,0,0,0,0,0,0,0,9.2841482991209,9.24792513230345,10382,383,0.0362231668174484,0.0368907724908496,26.4027473403108,292797576000,13181280000,0.0450184054802421,1,10.2306667422457,10.2306667422457
"USA",2,1888,12647,39,6594,139275,"60496","8871",0.1523269,10,0,10,10,1,5015,26.4421700003803,304570980000,0,0,0,0.402693,0,0,0,0,0,0,1,4,9.44525437888931,9.2841482991209,10765,1882,0.161106079768405,0.174825824431026,26.4467818384722,305978856000,-1407876000,-0.00460121989605713,1,10.2086533893277,10.2086533893277
"USA",2,1889,13195,39,7726,133959,"61775","9275",0.1548427,10,0,10,10,1,5216,26.5023890778391,323475456000,0,0,0,0.39193702,0,0,0,0,0,0,1,4,9.48766903234847,9.44525437888931,12647,548,0.042414653459165,0.0433304340950423,26.4421700003803,304570980000,18904476000,0.0620691964808991,2,20.4278579450603,10.2139289725301
"USA",2,1890,14788,39,9350,150826,"63056","9698",0.1653962,10,0,10,10,1,5184,26.516759720224,328157568000,0,0,0,0.38900098,0,0,0,0,0,0,0,0,9.60163894016677,9.48766903234847,13195,1593,0.113969907818296,0.120727548313755,26.5023890778391,323475456000,4682112000,0.0144743964747669,2,20.8265264779098,10.4132632389549
"USA",2,1891,15315,38,8412,162044,"64361","10075",0.1655897,10,0,10,10,1,5299,26.5591841125085,342378988000,0,0,0,0.38426,0,0,0,0,0,0,1,4,9.63665331259718,9.60163894016677,14788,527,0.0350143724304157,0.0356370029753854,26.516759720224,328157568000,14221420000,0.0433371690516673,2,20.5501531215168,10.2750765607584
"USA",2,1892,15654,39,9304,171105,"65666","10467",0.1733359,10,0,10,10,1,5697,26.6516777823915,375557634000,0,0,0,0.38112,0,0,0,0,0,0,0,0,9.65854563376051,9.63665331259718,15315,339,0.0218923211633211,0.0221351616062684,26.5591841125085,342378988000,33178646000,0.0969061979936689,2,20.7732913520413,10.3866456760206
"USA",2,1893,16964,39,7238,172586,"66970","10874",0.1657286,10,0,10,10,1,5316,26.6021214284798,357399996000,0,0,0,0.387355,0,0,0,0,0,0,1,2,9.73890767721833,9.65854563376051,15654,1310,0.0803620434578249,0.0836846812316341,26.6516777823915,375557634000,-18157638000,-0.0483484726607901,2,20.7913440936341,10.395672046817
"USA",2,1894,16001,42,6764,161748,"68275","11298",0.1544223,10,0,10,10,1,5064,26.5728546281487,347091624000,0,0,0,0.38936001,0,0,0,0,0,0,0,0,9.68046899341007,9.73890767721833,16964,-963,-0.0584386838082604,-0.056767271869842,26.6021214284798,357399996000,-10308372000,-0.0288426751968962,2,20.8235541516142,10.4117770758071
"USA",2,1895,15187,42,9598,182744,"69580","11737",0.168099,10,0,10,10,1,5569,26.6868457435467,389000219000,0,0,0,0.37898299,0,0,0,0,0,0,1,4,9.62826092135169,9.68046899341007,16001,-814,-0.0522080720583773,-0.0508718205112181,26.5728546281487,347091624000,41908595000,0.120742167491774,2,20.8221959876519,10.4110979938259
"USA",2,1896,16382,42,8762,183531,"70885","12194",0.1600112,10,0,10,10,1,5356,26.6664281803129,381138316000,0,0,0,0.38232699,0,0,0,0,0,0,1,2,9.70399949082026,9.62826092135169,15187,1195,0.0757385694685713,0.0786857180483308,26.6868457435467,389000219000,-7861903000,-0.0202105361796724,2,20.8089428225317,10.4044714112659
