"atopid","dem.prop","joint.democ","avg.democ","max.democ","min.democ","avg.democ.weight","max.threat","min.threat","mean.threat","maxcap.democ.min","maxcap.democ.max","maxcap.cons","maxcap.rec","maxcap.comp","maxcap.open","prop.open","prop.cons","maxcap.cont.std","maxcap.inc.std","maxcap.comp.lied","maxcap.open.lied","maxcap.lied","maxcap.poly"
2405,0,0,-7,-5,-9,-4.22761284766764,0.50257403,0.38212201,0.44234802,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.058
2410,0,0,-6.5,-3,-8,-1.78030877812086,0.606286,0.41089,0.5220235,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.145
2415,0,0,-9,-9,-9,-5.01977160523632,0.49722901,0.364188,0.430708505,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.116
2420,0.222222222222222,0,-2.44444444444444,10,-10,-0.0891370225627557,0.65452099,0.38212201,0.469007446666667,-9,0,0,0,0,0,0.25,0.375,0,0,0,0,1,0.116
2423,0,0,-1.5,2,-5,-1.29232932079782,0.53286701,0.53286701,0.53286701,-5,0,0,0,0,0,0.5,0,0,0,0,0,1,0.153
2425,0,0,-6.6,-2,-10,-1.17208683580001,0.42061698,0.39423099,0.412591194,-6,0,0,0,0,0,0,0,0,0,0,1,2,0.171
2430,0.5,0,0.5,10,-9,-2.33322396888344,0.49438199,0.49404901,0.4942155,-9,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.084
2435,0,0,-8,-7,-9,-3.63301115404403,0.56468898,0.459387,0.51203799,-7,0,0,0,0,0,0,0,0,0,0,0,0,0.193
2440,0.5,0,5,10,0,4.22407108115873,0.67547399,0.27431801,0.474896,0,10,1,1,1,2,1,1,0,0,1,1,6,0.723
2445,0,0,-9,-9,-9,-4.5,0.57377303,0.51801997,0.5458965,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.074
2450,0.5,0,0.5,10,-9,-4.39680490600311,0.51801997,0.486417,0.502218485,-9,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.074
2455,0,0,-7.5,-6,-9,-4.49525516943143,0.51801997,0.40733799,0.46267898,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.074
2460,0,0,-9,-9,-9,-4.5,0.51801997,0.40733799,0.46267898,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.074
2465,0.5,0,1.5,10,-7,3.98665016149267,0.50142503,0.446014,0.473719515,0,10,1,1,1,2,0.5,0.5,0,0,1,1,5,0.565
2470,0,0,-9,-9,-9,-4.5,0.51801997,0.36662701,0.44232349,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.074
2475,0,0,-7.5,-6,-9,-4.49389296080911,0.40733799,0.36662701,0.3869825,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
2480,0,0,-9,-9,-9,-4.5,0.40733799,0.36662701,0.3869825,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
2485,0,0,-9,-9,-9,-4.5,0.60360497,0.36662701,0.48511599,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
2490,0.666666666666667,0,4.33333333333333,10,-7,3.1233591354672,0.67547399,0.446014,0.540971006666667,0,10,1,1,1,2,0.666666666666667,0.666666666666667,0,0,1,1,6,0.723
2495,0,0,0,5,-5,1.06459330143541,0.54145902,0.54145902,0.54145902,0,5,0,1,1,2,0.5,0,0,0,0,1,3,0.247
2500,0,0,-2.5,4,-9,-4.34459214080681,0.624291,0.565593,0.594942,-9,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0.097
2505,0.5,0,3.5,10,-3,4.78078108177964,0.82584697,0.540126,0.682986485,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.682
2510,0,0,-1,1,-3,0.377320846905537,0.737757,0.540126,0.6389415,0,1,1,0,0,0,0,0.5,0,0,0,0,1,0.158
2515,0,0,-5,1,-9,-1.37309582478697,0.737757,0.43420899,0.577949592,-9,0,0,0,0,0,0,0.25,0,0,0,0,0,0.074
2520,0,0,-4.5,0,-9,-4.34699335741755,0.62454802,0.38739902,0.50597352,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.095
2525,0,0,-4,1,-9,-2.75545270032508,0.589176,0.38739902,0.48828751,-9,0,0,0,0,0,0,0.5,0,0,0,0,1,0.095
2530,0,0,-8,-7,-9,-4.466993525416,0.58578801,0.337896,0.461842005,-9,0,0,0,0,0,0,0,0,0,0,0,0,0.074
2535,0.5,0,0.5,10,-9,-0.282878683251548,0.66019499,0.38739902,0.523797005,-9,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0.095
2540,0,0,-5.66666666666667,1,-9,-2.23165811506926,0.589176,0.58578801,0.587761343333333,-9,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0.074
2545,0,0,1,1,1,0.949828013120325,0.690527,0.589176,0.6398515,0,1,1,0,0,0,0,1,0,0,0,0,1,0.157
2550,0.315789473684211,0,0.333333333333333,10,-9,0.264856262595909,0.358179,0,0.196795842105263,0,10,1,1,1,2,0.5,0.388888888888889,0,0,1,1,4,0.557
2555,0.333333333333333,0,0,10,-9,-0.133472168072448,0.558285,0.305601,0.407355,-9,0,0,0,0,0,0.333333333333333,0.333333333333333,0,0,0,0,1,0.095
2560,0.5,0,0.5,10,-9,4.7709097203996,0.66229898,0.29317701,0.477737995,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.676
2563,0,0,-9,-9,-9,-9,0.24042399,0.24042399,0.24042399,-9,-9,0,0,0,0,0,0,0,0,0,0,1,0.094
2565,1,1,10,10,10,5,0,0,0,0,10,1,1,1,2,1,1,0,0,1,1,6,0.757
2570,0.5,0,0.5,10,-9,4.76807025563487,0.27752399,0.097617999,0.1875709945,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.676
2571,0.5,0,0.5,10,-9,4.94390085069201,0.27546901,0.097617999,0.1865435045,0,10,1,1,1,2,0.5,0.5,0,0,1,1,4,0.588
2575,0,0,-6,-3,-9,-4.02786311300014,0.21744101,0,0.108720505,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
2580,0.5,0,2.5,10,-5,4.74280309270935,0.27752399,0,0.138761995,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.676
3005,0.666666666666667,0,3.66666666666667,10,-9,2.06457387774475,0.18498099,0.096542999,0.140548329666667,0,10,1,1,1,2,0.666666666666667,0.666666666666667,0,0,1,1,4,0.573
3010,0.0952380952380952,0,-1.23809523809524,10,-9,0.422067300715456,0.356895,0.132753,0.145913475714286,0,10,1,1,1,2,0.4,0.1,0,0,1,1,4,0.573
3015,0,0,-5.75,1,-10,-0.473497417302364,0.502071,0,0.171925,0,1,1,0,0,0,0,0.25,0,0,0,1,2,0.167
3020,0,0,-8,-7,-9,-4.47348285514519,0.140121,0,0.0700605,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
3025,0,0,-5.5,-2,-9,-4.23256148290292,0.140121,0,0.0700605,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
3030,0,0,-9,-9,-9,-5.02526556046389,0.140121,0,0.0700605,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.094
3035,0,0,-6,-5,-7,-2.73598861768501,0.48016101,0.48016101,0.48016101,-5,0,0,0,0,0,0,0,0,0,0,0,1,0.178
3040,0.5,0,0,10,-10,4.98129570823711,0.55628699,0.517837,0.537061995,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.757
3045,0.5,0,1.5,10,-7,2.22787948364089,0.48016101,0.48016101,0.48016101,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.196
3050,0,0,-8,-7,-9,-3.62926944584835,0.60270202,0.48016101,0.541431515,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.094
3055,1,1,10,10,10,5,0.58807003,0.36813402,0.478102025,0,10,1,1,1,2,1,1,0,0,1,1,6,0.804
3060,0,0,-2.5,2,-7,-2.02105158313254,0.40116,0.40116,0.40116,-7,0,0,0,0,0,0,0,0,0,0,1,3,0.19
3065,0,0,-7,-4,-10,-2.32390047750691,0.490138,0.490138,0.490138,-4,0,0,0,0,0,0,0,0,0,0,0,1,0.144
3070,0,0,2,2,2,2,0.546377,0.546377,0.546377,2,2,0,1,0,1,1,0,0,0,1,1,4,0.358
3075,0.105263157894737,0,-0.578947368421053,10,-9,0.459537570692057,0.651694,0.27141401,0.291428746315789,0,10,1,1,1,2,0.470588235294118,0.117647058823529,0,0,1,1,4,0.587
3077,0,0,-2.5,2,-7,-2.69445380193175,0.546377,0.45515901,0.500768005,-7,0,0,0,0,0,0.5,0,0,0,0,0,0,0.072
3080,1,1,10,10,10,10,0.58807003,0.58807003,0.58807003,10,10,1,1,1,2,1,1,0,0,1,1,6,0.804
3085,0,0,-7,-7,-7,-3.5,0.546377,0.45765802,0.50201751,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.097
3090,0,0,-6.5,-6,-7,-3.30703629179395,0.546377,0.45765802,0.50201751,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.097
3095,0,0,-7,-7,-7,-3.5,0.546377,0.45765802,0.50201751,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.097
3100,0,0,-8,-7,-9,-3.73059055010521,0.546377,0.546377,0.546377,-7,0,0,0,0,0,0,0,0,0,0,1,3,0.136
3105,0,0,-7,-7,-7,-3.5,0.41439798,0.41439798,0.41439798,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.166
3110,0,0,-7,-7,-7,-3.5,0.41439798,0.402675,0.40853649,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.166
3115,0,0,-8,-7,-9,-4.46761377012155,0.547701,0.41439798,0.48104949,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.104
3120,0,0,-8,-7,-9,-4.47527957587129,0.547701,0.402675,0.475188,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.104
3125,0.5,0,0,10,-10,4.97104897878247,0.69801003,0.492662,0.595336015,0,10,1,1,1,2,0.5,0.5,0,0,1,1,6,0.804
3130,1,1,10,10,10,2,0.69801003,0.428574,0.500512812,0,10,1,1,1,2,1,1,0,0,1,1,6,0.804
3135,0,0,-8,-7,-9,-4.48138241214811,0.547701,0.41439798,0.48104949,-9,0,0,0,0,0,0,0,0,0,0,0,1,0.104
3140,0.5,0,0.5,10,-9,-4.39029361916541,0.547701,0.37008601,0.458893505,-9,0,0,0,0,0,0.5,0.5,0,0,0,0,1,0.104
3145,0,0,-7,-7,-7,-3.5,0.41439798,0.402675,0.40853649,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.16
3150,0.0952380952380952,0,-1.66666666666667,10,-9,0.405706298501754,0.66624302,0.27201501,0.290787772380952,0,10,1,1,1,2,0.368421052631579,0.105263157894737,0,0,1,1,4,0.599
3155,0,0,-7,-7,-7,-3.5,0.41439798,0.402675,0.40853649,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.18
3160,0,0,-7,-7,-7,-3.5,0.402675,0.402675,0.402675,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.18
3165,0,0,-7,-7,-7,-3.5,0.41439798,0.402675,0.40853649,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.194
3170,0,0,-7,-7,-7,-3.5,0.41439798,0.402675,0.40853649,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.16
3175,0,0,-7,-7,-7,-3.5,0.39004701,0.38152799,0.3857875,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.173
3180,0.833333333333333,0,8.27272727272727,10,-9,0.899339102900944,0.523202,0.167918,0.241505503333333,0,10,1,1,1,2,0.909090909090909,0.909090909090909,0,0,1,1,4,0.599
3185,0,0,-7,-7,-7,-3.5,0.379446,0.379446,0.379446,-7,0,0,0,0,0,0,0,0,0,0,0,1,0.194
3190,0.5,0,4.5,7,2,2.91459273975077,0.56317,0.547364,0.555267,0,7,0,0,0,0,0.5,0,0,0,0,1,3,0.233
3195,0,0,-0.5,2,-3,-0.245821209682412,0.547364,0.547364,0.547364,0,2,0,1,0,1,0.5,0,0,0,1,1,4,0.364
3200,0,0,-8.5,-8,-9,-4.30190946786593,0.56110901,0.488152,0.524630505,-9,0,0,0,0,0,0,0,-1.05917083826857,0.983915690224086,0,0,1,0.091
3205,0,0,-2.2,2,-10,-0.18862465408239,0.688304,0.631839,0.6741726,0,1,1,0,0,0,0.2,0.4,0.0358192186167625,-0.894645687135978,0,1,2,0.196
3210,0.5,0,7.5,10,5,4.97497291081748,0.46858001,0.26469,0.366635005,0,10,1,1,1,2,1,0.5,1.50716458258194,0.634021863337268,1,1,4,0.602
3215,1,1,10,10,10,3.33333333333333,0.46858001,0.26469,0.332653336666667,0,10,1,1,1,2,1,1,1.50716458258194,0.634021863337268,1,1,4,0.602
3220,1,1,10,10,10,10,0.46858001,0.46858001,0.46858001,10,10,1,1,1,2,1,1,1.50716458258194,0.634021863337268,1,1,4,0.602
3225,0.5,0,7,9,5,4.37542046443686,0.572436,0.261069,0.4167525,0,9,1,1,0,1,1,0.5,1.47871987416533,0.488120687068121,1,1,6,0.614
3228,0.5,0,1.5,10,-7,-3.44658715183409,0.58938402,0.356013,0.47269851,-7,0,0,0,0,0,0.5,0.5,-1.16592793537679,-2.0651827291616,0,0,0,0.072
3230,0.333333333333333,0,1.33333333333333,7,-7,0.276015196009311,0.59468102,0.27699199,0.38596667,0,7,0,0,0,0,0.333333333333333,0.333333333333333,0.790636750214344,0.720206177313051,0,1,3,0.445
3235,0.5,0,1.5,10,-7,4.97229945477671,0.638171,0.36384001,0.501005505,0,10,1,1,1,2,0.5,0.5,1.5193262893593,0.802770568129033,1,1,6,0.828
3240,0.5,0,3,10,-4,4.83340685101094,0.44741002,0.260913,0.35416151,0,10,1,1,1,2,0.5,0.5,1.49344318220723,0.708438793732124,1,1,4,0.594
3245,0.5,1,10,10,10,9.8773406812817,0.540311,0.36616799,0.453239495,0,10,1,1,1,2,1,1,1.6312746104631,0.651352302919485,1,1,6,0.754
3250,0,0,-3,0,-6,-0.603058418289397,0.55495,0.278885,0.4169175,0,0,0,0,0,0,0,0,-0.288977525350034,-0.567874489785865,0,0,1,0.272
3255,0,0,4.5,5,4,2.29840338872597,0.332541,0.29665,0.3145955,0,5,0,0,0,0,0,0,0.0731273845781023,-0.106393390131194,1,1,6,0.184
3260,0.625,0,6.75,10,-6,1.21436008066407,0.456137,0.278885,0.327238125,0,10,1,1,1,2,0.75,0.625,1.50854864023353,0.703982384275305,1,1,4,0.603
3265,0.5,0,1.5,10,-7,4.28669613607149,0.603328,0.35302901,0.478178505,0,10,1,1,1,2,0.5,0.5,1.53667866188744,0.792315722344,1,1,6,0.828
3270,0.5,0,1,10,-8,4.79708531373741,0.456137,0.27401,0.3650735,0,10,1,1,1,2,0.5,0.5,1.50854864023353,0.703982384275305,1,1,4,0.603
3275,0.2,0,1,10,-10,1.4466082978173,0.567563,0.288077,0.397991398,0,10,1,1,1,2,0.2,0.2,1.5137485688837,0.754608530055254,1,1,6,0.811
3280,0.5,0,3,10,-4,4.80083918232532,0.567563,0.33750099,0.452531995,0,10,1,1,1,2,0.5,0.5,1.5137485688837,0.754608530055254,1,1,6,0.811
3285,0,0,-7.375,-7,-9,-0.881545644135851,0.59992599,0.34921601,0.3968361275,-7,0,0,0,0,0,0,0,-0.976363962324395,0.944199900218021,0,0,1,0.108
3290,0.5,0,7,10,4,4.74081076542193,0.476219,0.33750099,0.406859995,0,10,1,1,1,2,1,1,1.5137485688837,0.754608530055254,1,1,6,0.811
3295,0.5,0,1.5,10,-7,4.94773702875721,0.563806,0.354633,0.4592195,0,10,1,1,1,2,0.5,0.5,1.62245959971602,0.660296407928836,1,1,6,0.739
3300,0.5,0,0,7,-7,-2.40849748053138,0.625058,0.577984,0.601521,-7,0,0,0,0,0,0.5,0.5,-1.18558529261142,-1.91116344178943,0,0,0,0.065
3305,0,0,-8.5,-7,-10,-3.86522332033197,0.622738,0.577984,0.600361,-7,0,0,0,0,0,0,0,-1.18558529261142,-1.91116344178943,0,0,0,0.065
3310,0,0,-7.66666666666667,-6,-10,-2.52950617624606,0.618994,0.572292,0.601345666666667,-7,0,0,0,0,0,0,0,-1.3403520797574,-0.806855606846606,0,0,1,0.077
3315,0.5,0,2.5,10,-5,4.65625686782999,0.53555697,0.481962,0.508759485,0,10,1,1,1,2,0.5,0.5,1.62997472065739,0.682329823976165,1,1,6,0.751
3320,0.5,0,7.5,10,5,3.33080067071893,0.56797898,0.268335,0.41815699,0,5,0,1,0,1,1,0.5,1.04024801123617,0.219030028594835,1,1,4,0.392
3322,1,1,10,10,10,3.33333333333333,0.53555697,0.446604,0.50047733,0,10,1,1,1,2,1,1,1.52743843531665,0.722794554848684,1,1,6,0.799
3325,0,0,-7,-7,-7,-2.078,0.6307909,0.549891,0.59034095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3330,1,1,10,10,10,5,0.52776897,0.455046,0.491407485,0,10,1,1,1,2,1,1,1.52572760881328,0.738876250106449,1,1,6,0.799
3335,0,0,-7,-6,-8,-3.99567907413717,0.486482,0.483258,0.48487,-8,0,0,0,0,0,0,0,-0.997116318695009,0.25059493316268,0,0,0,0.07
3340,0,0,-7,-5,-9,-3.02331477017704,0.593986,0.547594,0.57079,-5,0,0,0,0,0,0,0,-1.3735036899721,-2.84656567714995,0,0,0,0.18
3345,0,0,-6.5,-6,-7,-3.45938643740073,0.603998,0.486482,0.54524,-7,0,0,0,0,0,0,0,-1.09350063371285,0.485403517560343,0,0,1,0.159
3350,0,0,-6,-5,-7,-3.2497217722054,0.603998,0.547594,0.575796,-7,0,0,0,0,0,0,0,-1.09350063371285,0.485403517560343,0,0,1,0.159
3355,0.5,0,1.5,10,-7,4.63503587240759,0.46735901,0.338751,0.403055005,0,10,1,1,1,2,0.5,0.5,1.47597579533757,0.708707156017805,1,1,4,0.628
3360,0.5,0,7,10,4,4.90658521331362,0.46735901,0.305643,0.386501005,0,10,1,1,1,2,0.5,0.5,1.47597579533757,0.708707156017805,1,1,4,0.628
3365,0.5,0,0,10,-10,4.75869712815656,0.46735901,0.205089,0.336224005,0,10,1,1,1,2,0.5,0.5,1.47597579533757,0.708707156017805,1,1,4,0.628
3370,0.5,0,2,10,-6,4.99659830238176,0.46735901,0.24582301,0.35659101,0,10,1,1,1,2,0.5,0.5,1.47597579533757,0.708707156017805,1,1,4,0.628
3375,1,1,10,10,10,5,0.47633901,0.246973,0.361656005,0,10,1,1,1,2,1,1,1.53057426780553,0.661721671080247,1,1,4,0.654
3380,0.5,0,0,8,-8,-3.83292889955704,0.478713,0.290627,0.38467,-8,0,0,0,0,0,0.5,0.5,-1.0016949259261,0.253630385829455,0,0,0,0.07
3383,0,0,-9,-8,-10,-4.00622233775929,0.478713,0.462417,0.470565,-8,0,0,0,0,0,0,0,-1.0016949259261,0.253630385829455,0,0,0,0.07
3385,0,0,-1,5,-7,2.44233013045667,0.58107299,0.42956799,0.50532049,0,5,0,1,1,2,0.5,0,1.29665581849768,0.411049514364499,1,1,6,0.738
3390,0,0,2,5,-1,2.46362378768514,0.58107299,0.42956799,0.50532049,0,5,0,1,1,2,0.5,0,1.29665581849768,0.411049514364499,1,1,6,0.738
3395,0,0,-1.75,5,-9,1.22430962052878,0.58107299,0.42956799,0.46791725,0,5,0,1,1,2,0.5,0,1.29665581849768,0.411049514364499,1,1,6,0.738
3400,0.666666666666667,0,6.33333333333333,8,4,2.06673926465699,0.42679399,0.300567,0.345943996666667,0,7,0,0,0,0,1,1,-0.930212347458516,-2.12085542431667,0,0,0,0.222
3405,0.75,0,7.25,10,4,2.32105143586765,0.56634903,0.300567,0.401045255,0,10,1,1,1,2,1,1,1.52833351477149,0.766077407950822,1,1,6,0.796
3410,0,0,-1,5,-7,2.49445250412869,0.58107299,0.42956799,0.50532049,0,5,0,1,1,2,0.5,0,1.29665581849768,0.411049514364499,1,1,6,0.738
3415,0,0,-9,-8,-10,-4.010836049395,0.478713,0.300932,0.3898225,-8,0,0,0,0,0,0,0,-1.0016949259261,0.253630385829455,0,0,0,0.07
3420,0,0,-8.5,-8,-9,-4.0010775537522,0.478713,0.46241701,0.470565005,-8,0,0,0,0,0,0,0,-1.0016949259261,0.253630385829455,0,0,0,0.07
3423,1,1,9,10,8,4.91157756020043,0.56634903,0.42008299,0.49321601,0,10,1,1,1,2,1,1,1.52833351477149,0.766077407950822,1,1,6,0.796
3425,0,0,-8.5,-8,-9,-4.00339915129471,0.478713,0.290627,0.38467,-8,0,0,0,0,0,0,0,-1.0016949259261,0.253630385829455,0,0,0,0.07
3430,0,0,-8,-7,-9,-2.65288678218976,0.45606601,0.455571,0.455743333333333,-8,0,0,0,0,0,0,0,-0.887979891350184,0.393441552597087,0,1,3,0.33
3435,0,0,0.5,5,-4,2.49127984313571,0.58800203,0.52977198,0.558887005,0,5,0,1,1,2,0.5,0,1.30157339548507,0.461729432361231,1,1,6,0.738
3440,0,0,-7.5,-7,-8,-3.51486678303677,0.66218603,0.281134,0.471660015,-7,0,0,0,0,0,0,0,-0.923540059896893,1.033555930346,0,0,1,0.102
3445,0,0,-8,-8,-8,-4,0.479825,0.281134,0.3804795,-8,0,0,0,0,0,0,0,-0.989622889493312,0.292022684793642,0,0,0,0.069
3450,0,0,-8,-8,-8,-4,0.479825,0.455571,0.467698,-8,0,0,0,0,0,0,0,-0.989622889493312,0.292022684793642,0,0,0,0.069
3455,0,0,-4.33333333333333,4,-9,-0.363907111522518,0.564735,0.52944899,0.54714574,-1,0,0,0,0,0,0.25,0,0.150399003762844,0.491290960785306,0,1,3,0.266
3460,0.307692307692308,0,-0.846153846153846,10,-9,0.110896724785574,0.342469,0,0.100506460007692,0,10,1,1,1,2,0.384615384615385,0.307692307692308,1.53581527212993,0.692826241469256,1,1,4,0.686
3465,0,0,-9.5,-9,-10,-4.87027479091995,0.565862,0.558152,0.562007,-10,0,0,0,0,0,0,0,-1.33261561714373,-2.56059884721795,0,0,0,0.015
3467,0,0,-3.5,0,-7,-3.36783568033007,0.567866,0.455279,0.5115725,-7,0,0,0,0,0,0,0,-1.0986995957069,0.29916302835384,0,0,1,0.128
3470,0.5,0,7.5,10,5,3.94103392100366,0.30863398,0.237988,0.27331099,0,10,1,1,1,2,1,0.5,1.45795809217684,0.813176680786919,1,1,6,0.838
3475,0,0,-0.5,5,-6,2.48279684691291,0.52845001,0.237988,0.383219005,0,5,0,1,1,2,0.5,0,1.23655588793581,0.438801484933835,1,1,6,0.773
3480,0.5,0,1.5,10,-7,4.62370260620764,0.369396,0.119705,0.2445505,0,10,1,1,1,2,0.5,0.5,1.54519689577485,0.659978860101486,1,1,4,0.654
3485,0,0,-3.5,2,-9,-3.06030322528754,0.55537099,0.55358899,0.55447999,-9,0,0,0,0,0,0.5,0,-1.08110925741939,0.361294330893918,0,0,0,0.094
3490,0,0,-4.66666666666667,-1,-8,-1.58532838784609,0.346876,0.34474099,0.345500323333333,-5,0,0,0,0,0,0,0,-1.27014254154471,-2.93975071279444,0,0,0,0.101
3495,0,0,-4,0,-8,-3.98903672551934,0.43862,0.352398,0.395509,-8,0,0,0,0,0,0,0,-1.02365241456094,0.282857560326669,0,0,0,0.069
3500,0,0,-8,-7,-9,-3.55365875156152,0.42048201,0.31751201,0.36899701,-7,0,0,0,0,0,0,0,-0.965406105843219,0.943829394569813,0,0,1,0.1
3505,0.5,1,10,10,10,9.99184586794099,0.53349602,0.23299401,0.383245015,0,10,1,1,1,2,1,1,1.58578448704032,0.711991023203923,1,1,6,0.804
3510,0,0,-7.5,-7,-8,-3.99835902815333,0.439271,0.352398,0.3958345,-8,0,0,0,0,0,0,0,-1.02365241456094,0.282857560326669,0,0,0,0.069
3515,0,0,-7,-6,-8,-3.99324819848582,0.454201,0.26635098,0.36027599,-8,0,0,0,0,0,0,0,-1.00622512825675,0.254406143358995,0,0,0,0.069
3520,0,0,-7,-7,-7,-3.5,0.553092,0.26806799,0.410579995,-7,0,0,0,0,0,0,0,-0.963383350531049,0.9680634958166,0,0,1,0.098
3525,0.5,0,4,10,-2,2.25713528320226,0.393821,0.266351,0.330086,0,10,1,1,1,2,0.5,0.5,0.816240965913242,0.455443248220804,0,1,3,0.3
3530,0.5,0,5,9,1,3.79705618287104,0.27597,0.270327,0.2731485,0,9,1,1,0,1,0.5,0.5,1.48514364828349,0.517247615493757,1,1,6,0.677
3535,0,0,-7,-7,-7,-3.5,0.555677,0.270327,0.413002,-7,0,0,0,0,0,0,0,-0.971218576470187,0.962616141010882,0,0,1,0.097
3538,0,0,-7,-7,-7,-3.5,0.556977,0.554413,0.555695,-7,0,0,0,0,0,0,0,-0.961065404308834,0.508290356220087,0,0,1,0.196
3540,0,0,-7,-7,-7,-3.5,0.30337098,0.26906499,0.286217985,-7,0,0,0,0,0,0,0,-0.959942787029767,0.911727281181296,0,0,1,0.202
3545,0,0,-8,-7,-9,-3.88781895324672,0.30511001,0.26906499,0.2870875,-7,0,0,0,0,0,0,0,-0.959942787029767,0.911727281181296,0,0,1,0.202
3550,0,0,-8,-7,-9,-3.96368025576059,0.30511001,0.30337098,0.304240495,-7,0,0,0,0,0,0,0,-0.966961696191491,0.993933415984063,0,0,1,0.196
3555,0,0,-7,-7,-7,-3.5,0.27796999,0.26906499,0.27351749,-7,0,0,0,0,0,0,0,-0.959942787029767,0.911727281181296,0,0,1,0.202
3560,0,0,-7,-7,-7,-3.5,0.56089997,0.27796999,0.41943498,-7,0,0,0,0,0,0,0,-0.967258351969547,0.933246690778123,0,0,1,0.098
3565,0,0,-8,-7,-9,-4.1687656838143,0.30511001,0.267326,0.286218005,-9,0,0,0,0,0,0,0,-1.09846936117108,0.987747885375678,0,0,1,0.17
3570,0,0,-7,-5,-9,-2.22101324302572,0.55404,0.539651,0.548050333333333,-7,0,0,0,0,0,0,0,-0.965516001084649,0.499035286800211,0,0,1,0.196
3575,0,0,-8,-7,-9,-4.21866414979859,0.30511001,0.27796999,0.29154,-9,0,0,0,0,0,0,0,-1.09846936117108,0.987747885375678,0,0,1,0.17
3580,0,0,-7,-7,-7,-3.5,0.56089997,0.267326,0.414112985,-7,0,0,0,0,0,0,0,-0.967258351969547,0.933246690778123,0,0,1,0.098
3585,1,1,9.5,10,9,4.99861764405726,0.59755898,0.39881599,0.498187485,0,10,1,1,1,2,1,1,1.57103068854984,0.780324388108792,1,1,6,0.836
3590,0,0,-8.33333333333333,-7,-9,-2.96040947576482,0.43111899,0.406214,0.41488533,-9,0,0,0,0,0,0,0,-1.26284719349938,-1.90264931827527,0,0,0,0.124
3595,0,0,-3.5,0,-7,-0.885004361890204,0.296085,0.27097601,0.283530505,0,0,0,0,0,0,0,0,-0.63212415761616,-0.0453645973174193,0,0,1,0.149
3600,0,0,-7,-7,-7,-3.5,0.26186201,0.26019001,0.26102601,-7,0,0,0,0,0,0,0,-0.961682248800809,0.915012608104015,0,0,1,0.202
3605,0,0,-3.5,0,-7,-1.05565257551922,0.296085,0.26019001,0.278137505,0,0,0,0,0,0,0,0,-0.63212415761616,-0.0453645973174193,0,0,1,0.149
3610,0,0,-3.5,0,-7,-1.44654841075943,0.296085,0.268336,0.2822105,0,0,0,0,0,0,0,0,-0.63212415761616,-0.0453645973174193,0,0,1,0.149
3615,0,0,-9,-9,-9,-4.5,0.558811,0.541098,0.5499545,-9,0,0,0,0,0,0,0,-1.02328949997616,-2.66489700024076,0,0,0,0.133
3620,0,0,-7,-7,-7,-3.5,0.26323801,0.25236699,0.2578025,-7,0,0,0,0,0,0,0,-0.983958581997876,0.969842388525598,0,0,1,0.13
3623,0,0,-8.5,-8,-9,-4.3764033680834,0.548424,0.548424,0.548424,-9,0,0,0,0,0,0,0,-1.20928747991496,-1.96726015972734,0,0,0,0.086
