statename,ccode,year,leader,leaderpos,affiliation,totalldrtrans,leadertrans,solschange,solschdum,solschange30,solsch30dum,solsminchange,solsminchdum,leaderchyr1,leaderchmo1,leaderchday1,leaderchyr2,leaderchmo2,leaderchday2,leaderchyr3,leaderchmo3,leaderchday3,leaderchyr4,leaderchmo4,leaderchday4,leaderchyr5,leaderchmo5,leaderchday5,leaderchyr6,leaderchmo6,leaderchday6,leaderchyr7,leaderchmo7,leaderchday7,solschange1,solschyr1,solschmo1,solschday1,solschange2,solschyr2,solschmo2,solschday2,solschange3,solschyr3,solschmo3,solschday3,solschange4,solschyr4,solschmo4,solschday4,solschange5,solschyr5,solschmo5,solschday5,solschange6,solschyr6,solschmo6,solschday6,solschange7,solschyr7,solschmo7,solschday7,solsminch1,solsminchyr1,solsminchmo1,solsminchday1,solsminch2,solsminchyr2,solsminchmo2,solsminchday2,solsminch3,solsminchyr3,solsminchmo3,solsminchday3,solsminch4,solsminchyr4,solsminchmo4,solsminchday4,solsminch5,solsminchyr5,solsminchmo5,solsminchday5,solsminch6,solsminchyr6,solsminchmo6,solsminchday6,solsminch7,solsminchyr7,solsminchmo7,solsminchday7,nonindep,dem,pres,parl,mixed,mil,indmil,sp,per,mon,warlord,hybrid,olig,other,regtrans,demtrans,auttrans,autend,sourcereg,sourcedemtype,sourceauttype,version
"Portugal",235,1949,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1950,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1951,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1952,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1953,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1954,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1955,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1956,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1957,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1958,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1959,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1960,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1961,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1962,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1963,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1964,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1965,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1966,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1967,"Salazar","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1968,"Salazar, Caetano","PM","UN, UN",1,1,0,0,0,0,0,0,1968,9,27,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1969,"Caetano","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1970,"Caetano","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1971,"Caetano","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1972,"Caetano","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1973,"Caetano","PM","UN",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,1,0,0,0,0,0,0,"Not Applicable",0,0,"Polity IV","Not Applicable","GWF","4.0"
"Portugal",235,1974,"Caetano, Spinola, Costa Gomes","PM, President, President","UN, Mil/MFA, Mil/MFA",2,1,1,1,0,0,0,0,1974,4,25,1974,9,30,,,,,,,,,,,,,,,,1,1974,4,25,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,0,0,0,0,1,0,"Not Applicable",0,1,"Cheibub et al","Not Applicable","GWF","4.0"
"Portugal",235,1975,"Costa Gomes","President","Mil/MFA",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,"Not Applicable","Not Applicable","Not Applicable",0,0,0,0,0,0,0,0,1,0,"Not Applicable",0,0,"Cheibub et al","Not Applicable","GWF","4.0"
"Portugal",235,1976,"Costa Gomes, Eanes","President","Mil/MFA, PRD",1,1,1,1,0,0,0,0,1976,7,23,,,,,,,,,,,,,,,,,,,1,1976,7,23,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",1,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1977,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1978,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1979,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1980,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1981,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1982,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1983,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1984,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1985,"Eanes","President","PRD",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1986,"Eanes, Soares","President","PRD, PS",1,1,1,1,0,0,0,0,1986,3,9,,,,,,,,,,,,,,,,,,,1,1986,3,9,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1987,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1988,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1989,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1990,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1991,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1992,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1993,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1994,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1995,"Soares","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1996,"Soares, Sampaio","President","PS, PS",1,1,0,0,0,0,0,0,1996,3,9,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1997,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1998,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,1999,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2000,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2001,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2002,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2003,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2004,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
"Portugal",235,2005,"Sampaio","President","PS",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,1,0,0,1,"Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable","Not Applicable",0,0,"Not Applicable","Not Applicable","Polity IV","Cheibub et al","Not Applicable","4.0"
