"lambda","atopid","begyr","endyr","uncond.milsup","scope.index","latent.depth.mean","offense","defense","consul","neutral","nonagg","base","armred.rc","organ1","milaid.rc","us.mem","ussr.mem","ecaid","trade.dum","milcor.index","econagg.dum","fp.conc.index","econagg.index","num.mem","nonagg.only","wartime","asymm","asymm.cap","low.kap.sc","freq","avg.democ"
-0.0284049364319938,3795,1977,1999,0,1,1.31272397269126,0,1,0,0,0,3,0,3,0,1,0,0,0,4,1,1,1,2,0,0,1,1,0.573762,23,1.5
0.048849023748812,3800,1977,1990,1,1,-0.759714289883915,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,14,-8
0.0362589921456253,3805,1977,1990,1,1,-0.753067672360548,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,14,-8
0.0105766938674978,3807,1977,1985,1,1,-0.696471599760935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.9596306,9,-8
-0.0133136870136137,3830,1978,2016,1,2,-0.294142200713032,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0.1449275,39,1.5
0.00496507833970846,3843,1979,1986,1,1,-0.000291425371102304,0,1,0,0,1,NA,NA,NA,NA,0,0,NA,NA,0,0,1,0,2,0,0,0,0,0.8697104,8,-7.5
0.0609798079733824,3860,1980,1982,1,4,0.146843400189981,0,1,0,0,0,0,0,2,0,0,0,2,0,2,1,2,1,2,0,0,1,0,0.1494424,3,-3.5
-0.0890685088653465,3863,1980,1980,1,3,1.97777475031036,1,1,1,0,0,0,0,3,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0.9274624,1,-8
0.0401098438868171,3865,1980,1984,0,2,-0.0487999888320956,0,1,1,1,1,0,0,2,0,0,0,1,0,1,1,0,1,2,0,0,1,0,0.6708617,5,10
-0.0583551216507248,3887,1981,1994,0,0,0.969754749652679,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,1,0,0,0,2,0,0,0,0,0.8980769,14,-2
-0.011339868423115,3895,1981,2016,0,1,0.963437467893694,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0.8917358,36,-4.85714285714286
0.0186130484866744,3903,1981,1986,1,2,-0.110019624220977,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,0,0,0,0,0.1750803,6,-7.33333333333333
-0.0541794283543887,3925,1981,1991,0,1,0.788174151402302,0,1,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,2,0,0,1,1,0.0319571,11,8
-0.0867180195626821,3930,1981,1989,1,4,2.07846091578521,1,1,1,0,0,2,0,3,0,0,0,3,1,4,1,0,2,2,0,0,0,0,0.9471288,9,3
0.00930766783129051,3960,1984,1986,1,2,0.14900250718998,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0.9396302,3,-7.5
0.0714149528284057,3963,1984,1989,1,3,-0.0335193634891748,0,1,0,1,0,0,0,2,0,0,0,0,0,1,1,2,1,2,0,0,1,0,0.029589,6,-7
-0.0280182754643845,3975,1986,2016,1,1,0.014531045985448,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,2,0,0,0,0,0.6610526,31,-8
-0.0221622089516509,3995,1989,2016,1,2,0.158405261355861,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,2,1,5,0,0,0,0,0.378808,28,-5.8
0.0701818959905702,4020,1991,1991,1,2,0.142358657024859,0,1,0,0,0,3,0,2,0,0,0,0,0,2,0,1,0,2,0,1,1,0,-0.0769567,1,0
-0.0300333572404063,4030,1991,2016,1,3,1.07393046051141,0,1,1,0,0,3,0,3,0,0,0,0,0,3,1,1,1,2,0,0,0,0,0.9902287,26,-9
0.00441835151259308,4175,1992,2016,1,2,1.53579946569257,0,1,1,0,0,0,1,3,0,0,0,0,0,2,1,1,1,28,0,0,0,1,0.4926419,25,9.91666666666667
0.00456115584102024,4220,1992,2016,1,2,1.4308574850256,0,1,1,0,1,0,0,3,0,0,0,0,0,3,0,2,0,9,0,0,0,1,0.4302008,25,-1.5
0.0294261588393183,4235,1992,2016,0,4,0.841644268127346,0,1,1,0,1,0,0,1,0,0,0,3,1,3,1,3,2,2,0,0,0,1,0.7153721,25,1
-0.0243513259589999,4245,1992,2016,1,2,1.70451674035856,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,2,1,2,0,0,0,1,0.4395418,25,-2
0.00355155110472725,4255,1992,2016,1,3,1.27472396035722,0,1,1,1,1,2,1,1,0,0,0,0,0,4,1,3,1,2,0,0,0,1,0.4302008,25,1
0.0682268368716457,4276,1992,1998,1,4,-0.258448086375124,0,1,1,0,0,0,0,0,1,0,0,3,1,1,1,3,2,2,0,0,0,0,0.7140832,7,-6
-0.00434486970042334,4295,1992,2016,0,1,-0.117711581596268,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0.9892601,25,-1.5
-0.0249114650691635,4300,1992,2002,0,2,1.6792873061251,0,1,1,0,1,0,0,1,0,0,0,0,0,3,1,2,1,2,0,0,0,1,0.5532421,11,-2
-0.00928357345275347,4335,1992,1996,1,3,0.979589728405398,0,1,0,0,0,3,NA,NA,1,0,0,3,1,2,1,0,2,2,0,0,1,0,0.9814092,5,-6
0.0253139837119336,4370,1992,2016,1,3,-0.131735035981468,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0.9922751,25,8.5
-0.0139523370450198,4400,1993,2016,1,3,1.96853175028881,0,1,1,0,1,0,0,3,0,0,0,0,0,3,1,1,1,9,0,0,0,1,0.5232372,24,-0.333333333333333
-0.0255583400686301,4470,1993,2016,1,4,2.09540830956793,0,1,1,1,1,3,0,1,1,0,0,0,0,6,1,3,1,2,0,0,0,1,0.7903535,24,-1.5
0.0659227315927383,4481,1993,1997,1,3,-0.266160592213449,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,3,1,2,0,0,0,0,0.7557383,5,-3
0.0734260714618686,4550,1994,2016,1,1,-0.78367492343112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0.645147,23,2.5
-0.0648597321695352,4865,1997,2016,1,3,1.53646311301359,0,1,1,0,0,0,0,3,0,0,0,3,1,2,1,0,2,2,0,0,0,1,0.8962024,20,-2
0.0856732497235565,4867,1997,2016,1,1,-0.748815889526898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0.9899278,20,-3.5
0.035171899642235,4890,1997,2016,1,3,0.738852074440826,0,1,1,0,1,0,0,0,1,0,0,0,0,2,1,3,1,2,0,0,0,1,0.8800741,20,-1.5
0.0132099078544483,4900,1998,2016,1,1,-0.759288315028128,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.745405,19,2.5
-0.0406233771216791,4920,1999,2001,1,3,0.816571018849482,0,1,0,0,0,NA,NA,2,1,0,0,NA,NA,2,0,0,0,4,0,0,0,0,0.8352125,3,0
-0.0474735664151784,4945,2000,2016,1,2,1.42735808649557,0,1,0,0,1,0,0,3,0,0,0,0,0,3,1,1,1,11,0,0,0,0,0.785063,17,-2.5
0.0983774930567272,4951,2000,2016,0,1,-0.778308462487207,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0.9804564,17,-5
-0.0997270117954318,4965,2000,2016,1,2,1.0859928557368,0,1,0,0,0,NA,NA,3,NA,0,0,NA,NA,1,0,0,0,6,0,0,0,0,0.9938224,17,-8.83333333333333
-0.0206572928516742,4985,2001,2016,0,2,1.11184882475802,0,1,1,0,1,0,0,3,1,0,0,0,0,3,0,2,0,14,0,0,0,0,0.205635,16,2.76923076923077
-0.00948039906508604,5040,2003,2016,1,3,-0.0280564451177481,0,1,0,0,0,0,0,2,0,0,0,1,0,1,1,0,2,2,0,0,0,0,0.9900482,14,-4.5
0.0676955081793267,5055,2005,2016,1,3,1.08253012270854,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,3,0,21,0,0,0,0,0.7751907,12,1.77777777777778
-0.00864788053054453,5075,2005,2016,1,3,-0.0725528494185533,0,1,1,0,0,2,0,0,1,0,0,0,0,2,1,0,1,2,0,0,0,1,0.8139535,12,-1.5
0.0549827585833949,5090,2006,2016,0,2,0.129259936173721,0,1,0,0,1,0,0,3,0,0,0,1,0,1,1,2,1,12,0,0,0,0,0.5284863,11,0.727272727272727
